0,1,2,time
-0.020144211823875095,-0.011644548853175448,-0.01667152928836014,1712717255182.0
-0.025413054447428335,0.012768886121346447,-0.016593505926354515,1712717259477.8572
0.018881568461806088,0.031990740829665014,0.023372816430958177,1712717263773.7144
-0.016022108462836478,-0.027928785456353834,-0.012456083435175184,1712717268069.5715
0.026042783122154037,-0.028201355254967572,-0.014342219166885203,1712717272365.4285
-0.02925472560260267,0.01942676322084537,-0.03302575775066077,1712717276661.2856
-0.01177424940715155,-0.02773120874814937,-0.02054697656721163,1712717280957.1428
0.03322209621216666,-0.01434105091090537,0.014294323875989187,1712717285253.0
0.011061671452191321,0.03422540195849028,-0.034381533149473106,1712717289548.8572
-0.022220725065037035,-0.011065484232572606,-0.028130828081885162,1712717293844.7144
-0.02429861839726996,-0.022508169607058447,0.03088085892842398,1712717298140.5715
0.02525333748533048,0.011538548842022841,-0.03050344046838227,1712717302436.4285
0.013853523610043708,0.03186408456850942,0.0107503254339368,1712717306732.2856
-0.02781518213805101,0.022428909492744405,-0.016432081465920435,1712717311028.1428
0.014782491462494975,-0.01825695305834698,-0.027395551567701647,1712717315324.0
