0,1,2,time
-0.026048225647435586,0.027321026415806415,0.011634110678007745,1712717052096.0
0.020374215582085922,-0.023455380185223577,0.02807308593576078,1712717056392.9285
0.016842982324962806,0.025319954499546767,-0.018074770170052375,1712717060689.8572
0.028689230964195067,-0.025575827972663154,-0.021008916909218675,1712717064986.7856
-0.020991559777746763,-0.0325358627595686,0.02207559541666751,1712717069283.7144
0.01302090661548557,0.031372188169281015,0.011715378174236098,1712717073580.6428
0.029316869853001797,0.03480406561566263,0.011877918135596724,1712717077877.5715
0.013907205641343692,0.023837473997681567,0.016674551884664622,1712717082174.5
-0.026495140684682852,0.030373063391662597,0.011135005615267892,1712717086471.4285
0.022697547036370114,0.030956745625872244,-0.020264511650226462,1712717090768.3572
-0.02694706594158002,-0.010569660006292178,-0.027422106729448142,1712717095065.2856
0.02664849944710794,-0.01973803897007296,-0.020335675167285128,1712717099362.2144
0.025168676323976166,0.020183314798688456,0.01485564530889039,1712717103659.1428
-0.020882571921501444,-0.026661917505718197,-0.018499622546209238,1712717107956.0715
-0.018053740304632106,-0.03475778154062728,-0.021493945845974846,1712717112253.0
